sample_name,cluster_label,class,donor,sex,age_days,cortical_layer
F1S4_160831_056_F01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L3
F1S4_160831_056_G01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_057_B01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_057_C01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_057_D01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_057_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_057_F01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_057_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_058_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_058_B01,Inh L1-4 VIP PENK,GABAergic,H200.1030,M,19710,L3
F1S4_160831_058_C01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L3
F1S4_160831_058_D01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_058_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_058_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_058_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_058_H01,no class,no class,H200.1030,M,19710,L3
F1S4_160831_059_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_059_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_059_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_059_D01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_059_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_059_G01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_059_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_060_A01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_060_B01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_160831_060_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_060_E01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_060_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_060_G01,no class,no class,H200.1030,M,19710,L3
F1S4_160831_060_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_061_A01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_061_B01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_061_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_061_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_061_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_061_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_062_A01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_062_C01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_062_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_062_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_062_F01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_062_G01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_062_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_063_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_063_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_063_D01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_063_E01,Inh L3-6 VIP HS3ST3A1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_063_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_063_G01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_064_A01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_064_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_064_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_064_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_064_E01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_064_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_065_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_065_B01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_065_D01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_160831_065_E01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_065_F01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_065_G01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_065_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_066_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_066_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_066_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_066_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_066_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_066_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_067_B01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L3
F1S4_160831_067_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_067_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_067_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_067_F01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_067_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_068_A01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_068_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_068_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_068_E01,Inh L1-2 VIP LBH,GABAergic,H200.1030,M,19710,L3
F1S4_160831_068_F01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_068_G01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_068_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_069_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_069_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_069_D01,Inh L2-5 VIP SERPINF1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_069_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_069_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_069_G01,Inh L1-2 SST BAGE2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_069_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_070_A01,Inh L2-4 SST FRZB,GABAergic,H200.1030,M,19710,L3
F1S4_160831_070_B01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_070_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_070_D01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_070_E01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_070_F01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_070_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_070_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_071_A01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_071_B01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_071_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_071_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_071_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_071_F01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_071_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_071_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_072_A01,Exc L2-4 LINC00507 GLP2R,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_072_C01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_072_D01,Inh L1-3 VIP CHRM2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_072_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_072_G01,Inh L2-3 VIP CASC6,GABAergic,H200.1030,M,19710,L3
F1S4_160831_073_A01,no class,no class,H200.1030,M,19710,L3
F1S4_160831_073_B01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_073_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_073_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_073_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_073_F01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_073_G01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_073_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_074_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_074_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_074_C01,Inh L1-3 VIP ADAMTSL1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_074_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_074_E01,Inh L1-3 SST CALB1,GABAergic,H200.1030,M,19710,L3
F1S4_160831_074_F01,Inh L1-3 VIP CCDC184,GABAergic,H200.1030,M,19710,L3
F1S4_160831_074_G01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_074_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_075_A01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_075_B01,Inh L2-3 VIP CASC6,GABAergic,H200.1030,M,19710,L3
F1S4_160831_075_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_075_D01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_075_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L3
F1S4_160831_075_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_075_G01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_075_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_076_A01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_076_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_076_C01,Exc L2 LAMP5 LTK,Glutamatergic,H200.1030,M,19710,L3
F1S4_160831_076_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L3
F1S4_160831_077_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_077_D01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_077_E01,Exc L5-6 THEMIS C1QL3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_077_F01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_077_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_077_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_079_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_079_B01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_079_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_079_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_079_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_079_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_079_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_079_H01,Astro L1-6 FGFR3 SLC14A1,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_080_A01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_080_B01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_080_D01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_080_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_080_F01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_080_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_080_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_081_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_081_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_081_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_081_D01,Exc L4-5 FEZF2 SCN4B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_081_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_081_F01,no class,no class,H200.1030,M,19710,L4
F1S4_160831_081_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_082_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_082_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_082_D01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_082_E01,Inh L2-6 LAMP5 CA1,GABAergic,H200.1030,M,19710,L4
F1S4_160831_082_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_082_G01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_082_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_083_A01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_083_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_083_C01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_083_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_083_F01,Exc L4-6 RORB C1R,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_083_G01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_083_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_084_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_084_B01,Inh L1-4 VIP PENK,GABAergic,H200.1030,M,19710,L4
F1S4_160831_084_C01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_084_D01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_084_E01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_084_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_084_G01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_084_H01,OPC L1-6 PDGFRA,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_085_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_085_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_085_C01,no class,no class,H200.1030,M,19710,L4
F1S4_160831_085_D01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_085_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_085_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_086_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_086_B01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_086_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_086_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_086_E01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_086_F01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_086_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_086_H01,Oligo L1-6 OPALIN,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_087_A01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_087_B01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_087_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_087_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_087_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_087_G01,no class,no class,H200.1030,M,19710,L4
F1S4_160831_088_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_088_B01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_088_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_088_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_088_E01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_088_F01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_088_G01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_088_H01,no class,no class,H200.1030,M,19710,L4
F1S4_160831_089_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_089_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_089_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_089_D01,Exc L4-5 RORB DAPK2,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_089_E01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_089_F01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_089_G01,Inh L1-4 VIP OPRM1,GABAergic,H200.1030,M,19710,L4
F1S4_160831_090_A01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_090_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_090_C01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_090_D01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_090_F01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_090_G01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_091_C01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_091_D01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L4
F1S4_160831_091_E01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_091_F01,Exc L3-5 RORB COL22A1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_091_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_092_A01,Inh L1-4 VIP OPRM1,GABAergic,H200.1030,M,19710,L4
F1S4_160831_092_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_092_C01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_092_D01,Exc L3-5 RORB TWIST2,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_092_H01,Micro L1-6 TYROBP,Non-neuronal,H200.1030,M,19710,L4
F1S4_160831_093_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_093_B01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_093_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_093_D01,Exc L4-6 FEZF2 IL26,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_093_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_093_F01,Inh L1-4 LAMP5 LCP2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_093_G01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_094_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_094_B01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_094_C01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_094_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_094_E01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L4
F1S4_160831_094_F01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_094_G01,Exc L3-5 RORB FILIP1L,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_095_A01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_095_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_095_C01,Inh L1-3 VIP ADAMTSL1,GABAergic,H200.1030,M,19710,L4
F1S4_160831_095_D01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_095_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_095_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_095_G01,Inh L2-5 VIP TYR,GABAergic,H200.1030,M,19710,L4
F1S4_160831_096_A01,Inh L2-4 PVALB WFDC2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_096_B01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_096_C01,Inh L4-6 PVALB SULF1,GABAergic,H200.1030,M,19710,L4
F1S4_160831_096_D01,Inh L4-5 SST STK32A,GABAergic,H200.1030,M,19710,L4
F1S4_160831_096_E01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_096_F01,Exc L2-3 LINC00507 FREM3,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_096_G01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_097_A01,Exc L3-5 RORB ESR1,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_097_B01,Exc L4-6 RORB SEMA3E,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_097_C01,Exc L4-5 RORB FOLH1B,Glutamatergic,H200.1030,M,19710,L4
F1S4_160831_097_D01,Inh L4-6 SST B3GAT2,GABAergic,H200.1030,M,19710,L4
F1S4_160831_097_E01,Exc L3-4 RORB CARM1P1,Glutamatergic,H200.1030,M,19710,L4
