sample_name,cluster_label,class,subclass,donor_sex,region,cortical_layer,external_donor_name
SM-D9CYM_S34_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S36_E1-50,Exc L6 FEZF2 KRT17,Glutamatergic,L6b,F,MTG,L5,H200.1023
SM-D9CYM_S37_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,F,MTG,L5,H200.1023
SM-D9CYM_S39_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S41_E1-50,Exc L5-6 THEMIS TMEM233,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S42_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,F,MTG,L5,H200.1023
SM-D9CYM_S43_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S44_E1-50,Exc L5-6 THEMIS GPR21,Glutamatergic,L5/6 IT Car3,F,MTG,L5,H200.1023
SM-D9CYM_S45_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S46_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYM_S47_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,F,MTG,L5,H200.1023
SM-D9CYM_S48_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L5,H200.1023
SM-D9CYM_S49_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S50_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S51_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S52_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S53_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S54_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S55_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S58_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S59_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S60_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S61_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S62_E1-50,Inh L5-6 PVALB FAM150B,GABAergic,PVALB,M,MTG,L5,H200.1030
SM-D9CYM_S63_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S64_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,M,MTG,L5,H200.1030
SM-D9CYM_S65_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S66_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
SM-D9CYM_S67_E1-50,Inh L5-6 PVALB STON2,GABAergic,PVALB,M,MTG,L5,H200.1030
SM-D9CYM_S68_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S69_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S70_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L5,H200.1030
SM-D9CYM_S71_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,M,MTG,L5,H200.1030
SM-D9CYM_S72_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L5,H200.1030
SM-D9CYM_S74_E1-50,Exc L3-4 RORB SEMA6D,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S75_E1-50,Exc L3-4 RORB SEMA6D,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S76_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S77_E1-50,Inh L4-6 SST MTHFD2P6,GABAergic,SST,M,MTG,L4,H200.1030
SM-D9CYM_S78_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S79_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L4,H200.1030
SM-D9CYM_S80_E1-50,Oligo L4-6 MOBP COL18A1,Non-neuronal,Oligodendrocyte,M,MTG,L4,H200.1030
SM-D9CYM_S81_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S82_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,M,MTG,L4,H200.1030
SM-D9CYM_S83_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S84_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S85_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S86_E1-50,Exc L4-5 RORB HNRNPA1P46,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S87_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S89_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S90_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S91_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L4,H200.1030
SM-D9CYM_S92_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S93_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYM_S94_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,M,MTG,L4,H200.1030
SM-D9CYM_S95_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,M,MTG,L4,H200.1030
SM-D9CYN_S01_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S02_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYN_S03_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S04_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S06_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S07_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S08_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L2,H200.1023
SM-D9CYN_S09_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S10_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S11_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S13_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S14_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S15_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S16_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,F,MTG,L2,H200.1023
SM-D9CYN_S17_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYN_S18_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S20_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S21_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYN_S22_E1-50,Inh L1-6 LAMP5 CA13,GABAergic,LAMP5,F,MTG,L2,H200.1023
SM-D9CYN_S23_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYN_S24_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,F,MTG,L2,H200.1023
SM-D9CYN_S25_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYN_S27_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYN_S28_E1-50,Exc L3-4 RORB SEMA6D,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYN_S30_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYN_S42_E1-50,Outlier L2-3 SST CALB1,Exclude,Exclude,F,MTG,L3,H200.1023
SM-D9CYN_S43_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,F,MTG,L3,H200.1023
SM-D9CYN_S48_E1-50,Endo L2-5 CLDN5,Non-neuronal,Endothelial,F,MTG,L3,H200.1023
SM-D9CYN_S50_E1-50,Inh L1-2 VIP PPAPDC1A,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYN_S51_E1-50,Outlier L2-3 SST CALB1,Exclude,Exclude,M,MTG,L3,H200.1030
SM-D9CYN_S52_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S53_E1-50,Outlier L2-3 SST CALB1,Exclude,Exclude,M,MTG,L3,H200.1030
SM-D9CYN_S54_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S55_E1-50,Inh L2-6 VIP VIP,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYN_S57_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S58_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S59_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S60_E1-50,Inh L3 VIP CBLN1,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYN_S61_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S62_E1-50,Inh L1-3 PVALB WFDC2,GABAergic,PVALB,M,MTG,L3,H200.1030
SM-D9CYN_S63_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,MTG,L3,H200.1030
SM-D9CYN_S65_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S66_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S67_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S68_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYN_S69_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S70_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYN_S71_E1-50,Inh L1-3 VIP ACHE,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYN_S74_E1-50,Outlier L2-3 SST CALB1,Exclude,Exclude,M,MTG,L2,H200.1030
SM-D9CYN_S75_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYN_S76_E1-50,Inh L1 ADARB2 ADAM33,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYN_S77_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,MTG,L2,H200.1030
SM-D9CYN_S78_E1-50,Inh L1-3 VIP SSTR1,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYN_S79_E1-50,Inh L1-2 PVALB TAC1,GABAergic,PVALB,M,MTG,L2,H200.1030
SM-D9CYN_S80_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L2,H200.1030
SM-D9CYN_S81_E1-50,Inh L1-3 PVALB WFDC2,GABAergic,PVALB,M,MTG,L2,H200.1030
SM-D9CYN_S82_E1-50,Inh L1-3 VIP GGH,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYN_S83_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,M,MTG,L2,H200.1030
SM-D9CYN_S84_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYN_S85_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYN_S86_E1-50,Inh L1 ADARB2 ADAM33,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYN_S87_E1-50,Inh L3 VIP CBLN1,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYN_S88_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L2,H200.1030
SM-D9CYN_S89_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYN_S90_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYN_S91_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYN_S92_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYN_S93_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,MTG,L2,H200.1030
SM-D9CYN_S94_E1-50,Inh L1-2 VIP PPAPDC1A,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYN_S95_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S01_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,F,MTG,L4,H200.1023
SM-D9CYO_S02_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYO_S04_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYO_S06_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYO_S08_E1-50,Oligo L4-6 MOBP COL18A1,Non-neuronal,Oligodendrocyte,F,MTG,L4,H200.1023
SM-D9CYO_S09_E1-50,Inh L2-4 VIP DSEL,GABAergic,VIP,F,MTG,L4,H200.1023
SM-D9CYO_S10_E1-50,Exc L5-6 FEZF2 MYBPHL,Glutamatergic,L5/6 NP,F,MTG,L4,H200.1023
SM-D9CYO_S11_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYO_S12_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYO_S13_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L4,H200.1023
SM-D9CYO_S14_E1-50,Inh L5-6 SST KLHL14,GABAergic,SST,F,MTG,L4,H200.1023
SM-D9CYO_S15_E1-50,Inh L2-6 VIP VIP,GABAergic,VIP,F,MTG,L4,H200.1023
SM-D9CYO_S18_E1-50,Exc L5 RORB SNHG7,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S21_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,F,MTG,L5,H200.1023
SM-D9CYO_S22_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S25_E1-50,Exc L5 RORB LINC01202,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S26_E1-50,Inh L1-6 VIP RGS16,GABAergic,VIP,F,MTG,L5,H200.1023
SM-D9CYO_S27_E1-50,Exc L6 THEMIS LINC00343,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S28_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S30_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S31_E1-50,Exc L4-5 RORB RPL31P31,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S32_E1-50,Oligo L4-6 OPALIN,Non-neuronal,Oligodendrocyte,F,MTG,L5,H200.1023
SM-D9CYO_S34_E1-50,Exc L4-5 RORB LINC01474,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S35_E1-50,Exc L3-5 RORB CMAHP,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S37_E1-50,Exc L4-5 RORB LCN15,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S39_E1-50,Exc L5-6 RORB LINC00320,Glutamatergic,IT,F,MTG,L5,H200.1023
SM-D9CYO_S49_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S50_E1-50,Inh L1-3 PAX6 NABP1,GABAergic,PAX6,M,MTG,L3,H200.1030
SM-D9CYO_S51_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S52_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S53_E1-50,Inh L3-4 PVALB HOMER3,GABAergic,PVALB,M,MTG,L3,H200.1030
SM-D9CYO_S54_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S55_E1-50,Exc L3 RORB CARTPT,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S56_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,M,MTG,L3,H200.1030
SM-D9CYO_S57_E1-50,Inh L1-2 PVALB TAC1,GABAergic,PVALB,M,MTG,L3,H200.1030
SM-D9CYO_S58_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,M,MTG,L3,H200.1030
SM-D9CYO_S59_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S60_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S61_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYO_S62_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S63_E1-50,Exc L3-4 RORB FOLH1B,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S64_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,M,MTG,L3,H200.1030
SM-D9CYO_S65_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S66_E1-50,Outlier L2-3 SST CALB1,Exclude,Exclude,M,MTG,L3,H200.1030
SM-D9CYO_S67_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S68_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S69_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L3,H200.1030
SM-D9CYO_S70_E1-50,Inh L1-4 VIP CHRNA2,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYO_S71_E1-50,Inh L1-4 VIP CHRNA2,GABAergic,VIP,M,MTG,L3,H200.1030
SM-D9CYO_S73_E1-50,Inh L1-3 VIP ACHE,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYO_S74_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S75_E1-50,Inh L1-4 VIP CHRNA2,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYO_S76_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L2,H200.1030
SM-D9CYO_S77_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L2,H200.1030
SM-D9CYO_S78_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,M,MTG,L2,H200.1030
SM-D9CYO_S80_E1-50,Peri L1-6 MUSTN1,Non-neuronal,Pericyte,M,MTG,L2,H200.1030
SM-D9CYO_S81_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S82_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S83_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S84_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S85_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S86_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S87_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,M,MTG,L2,H200.1030
SM-D9CYO_S88_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,M,MTG,L2,H200.1030
SM-D9CYO_S89_E1-50,Inh L1-2 VIP PPAPDC1A,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYO_S90_E1-50,Inh L1 PAX6 CA4,GABAergic,PAX6,M,MTG,L2,H200.1030
SM-D9CYO_S91_E1-50,Inh L1 VIP PCDH20,GABAergic,VIP,M,MTG,L2,H200.1030
SM-D9CYO_S92_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S93_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S94_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYO_S95_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,M,MTG,L2,H200.1030
SM-D9CYQ_S01_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S02_E1-50,Inh L1-3 VIP ZNF322P1,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYQ_S03_E1-50,Inh L1-3 PAX6 NABP1,GABAergic,PAX6,F,MTG,L2,H200.1023
SM-D9CYQ_S04_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S05_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S06_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYQ_S08_E1-50,OPC L1-6 MYT1,Non-neuronal,OPC,F,MTG,L2,H200.1023
SM-D9CYQ_S09_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S10_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S11_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,F,MTG,L2,H200.1023
SM-D9CYQ_S12_E1-50,Outlier L1-3 SST OR2AD1P,Exclude,Exclude,F,MTG,L2,H200.1023
SM-D9CYQ_S14_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S15_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S16_E1-50,Micro L1-6 C1QC,Non-neuronal,Microglia,F,MTG,L2,H200.1023
SM-D9CYQ_S17_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,F,MTG,L2,H200.1023
SM-D9CYQ_S18_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S19_E1-50,Inh L1-3 VIP ACHE,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYQ_S20_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S21_E1-50,Inh L1-3 VIP SSTR1,GABAergic,VIP,F,MTG,L2,H200.1023
SM-D9CYQ_S22_E1-50,Inh L1 LAMP5 NDNF,GABAergic,LAMP5,F,MTG,L2,H200.1023
SM-D9CYQ_S23_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L2,H200.1023
SM-D9CYQ_S24_E1-50,Astro L1 FGFR3 MT1G,Non-neuronal,Astrocyte,F,MTG,L2,H200.1023
SM-D9CYQ_S25_E1-50,Inh L3-5 SST MAFB,GABAergic,SST,F,MTG,L3,H200.1023
SM-D9CYQ_S26_E1-50,Inh L2-4 PVALB C8orf4,GABAergic,PVALB,F,MTG,L3,H200.1023
SM-D9CYQ_S27_E1-50,Exc L2-3 LINC00507 RPL9P17,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYQ_S28_E1-50,Exc L3-4 RORB PRSS12,Glutamatergic,IT,F,MTG,L3,H200.1023
SM-D9CYQ_S29_E1-50,Inh L6 LAMP5 C1QL2,GABAergic,LAMP5,F,MTG,L3,H200.1023
SM-D9CYQ_S30_E1-50,Inh L1-4 LAMP5 DUSP4,GABAergic,LAMP5,F,MTG,L3,H200.1023
SM-D9CYQ_S32_E1-50,Astro L1-6 FGFR3 ETNPPL,Non-neuronal,Astrocyte,F,MTG,L3,H200.1023
